#metadata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
description,Version-2026-02-13-12-8-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
format_version,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total_releases,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
total_tracks,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#release_info,,,,,,,,,,,,,,,,,,,,,,,,,#track_info,,,,,,,,,,,
#action,#upc,#catalog_number,#grid,#title,#remix_or_version,#user_email,#label,#participants,#primary_genre,#secondary_genre,#language,#explicit_lyrics,#price_category,#digital_release,#original_release,#license_type,#license_info,#c_year,#c_line,#p_year,#p_line,#territories,#cover_url,#track_count,#isrc,#iswc,#track_title,#remix_or_version,#participants,#primary_genre,#secondary_genre,#language,#explicit_lyrics,#p_year,#p_line,#audio_url
,4686227616444,ORPIN00648,,Majaha Jivancha Porgi,,sony@orpinmail.in,@something in me,primary:Allapuram Damodar;composer:Bikshapathi;lyricist:Allapuram Damodar;arranger:Bikshapathi;producer:Allapuram Damodar,Folk,,mr,not_explicit,,2022-08-18,2022-08-18,,,2022,Orpin Group,2022,@something in me under exclusive license to Orpin Music India / an Orpin Group Company,,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/09/something-in-me-21.jpg,1,INO452200523,,Majaha Jivancha Porgi,,primary:Allapuram Damodar;composer:Bikshapathi;lyricist:Allapuram Damodar;arranger:Bikshapathi;producer:Allapuram Damodar,Folk,,mr,not_explicit,2022,@something in me under exclusive license to Orpin Music India / an Orpin Group Company,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/09/Majaha-Jivancha-Porgi-Marathi-Love-Falure-Song.wav
,4686284731340,ORPIN00674,,"Ra Ra Sukumara (From ""Appudala Eppudila"")",,sony@orpinmail.in,AR Entertainments,primary:Gogulamanda Raju;primary: K P S S Aishwarya;composer:Gogulamanda Raju;lyricist:Sree Kumar;arranger:Balaram Prasad Bommisetty;producer:Balaram Prasad Bommisetty,R&B,,te,not_explicit,,2022-09-20,2022-09-20,,,2022,AR Entertainments,2022,AR Entertainments,,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/09/674-Appudala-Eppudila.jpg,1,INA5B2200030,,"Ra Ra Sukumara (From ""Appudala Eppudila"")",,primary:Gogulamanda Raju;primary: K P S S Aishwarya;composer:Gogulamanda Raju;lyricist:Sree Kumar;arranger:Balaram Prasad Bommisetty;producer:Balaram Prasad Bommisetty,R&B,,te,not_explicit,2022,AR Entertainments,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/09/Raa-Raa-Sukumara.wav
,4686278706743,ORPIN00698,,Chanda Sura Theri Dalleri Padma,,sony@orpinmail.in,Nithin Audios,primary:Korra Kittu Naik;composer:Jayanth;lyricist:Korra Kittu Naik;arranger:Korra Kittu Naik;producer:Korra Kittu Naik,Folk,,te,not_explicit,,2016-07-16,2016-07-16,,,2022,Orpin Group,2022,Nithin Audios under exclusive license to Orpin Music India / an Orpin Group Company,,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/09/698-Chanda-Sura-Theri-Dalleri-Padma.jpg,1,INO452200571,,Chanda Sura Theri Dalleri Padma,,primary:Korra Kittu Naik;composer:Jayanth;lyricist:Korra Kittu Naik;arranger:Korra Kittu Naik;producer:Korra Kittu Naik,Folk,,te,not_explicit,2022,Nithin Audios under exclusive license to Orpin Music India / an Orpin Group Company,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/09/Chanda-Sura-Theri-Dalleri-Padma.wav
,4686227577240,ORPIN00719,,Nara Leri Pandari Nava Daderi A Sandya,,sony@orpinmail.in,Nithin Audios,primary:Pavan Rathod;composer:Jeevan Studio;lyricist:Pavan Rathod;arranger:Pavan Rathod;producer:Nithin Naik,Folk,,te,not_explicit,,2019-03-09,2019-03-09,,,2022,Orpin Group,2022,Nithin Audios under exclusive license to Orpin Music India / an Orpin Group Company,,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/09/719-Nara-Leri-Pandari-Nava-Daderi-A-Sandya.jpg,1,INO452200592,,Nara Leri Pandari Nava Daderi A Sandya,,primary:Pavan Rathod;composer:Jeevan Studio;lyricist:Pavan Rathod;arranger:Pavan Rathod;producer:Nithin Naik,Folk,,te,not_explicit,2022,Nithin Audios under exclusive license to Orpin Music India / an Orpin Group Company,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/09/Nara-Leri-Pandari-Nava-Daderi-A-Sandya.wav
,4686240472843,ORPIN00732,,"Telangana Gadda Meda (""Bathukamma"")",,sony@orpinmail.in,Nithin Audios,primary:Anusha;composer:Sunil;lyricist:Dilip Naidu;arranger:Anusha;producer:Dilip Naidu;producer: Praveen;producer: Jani,Inspirational,,te,not_explicit,,2019-07-04,2019-07-04,,,2022,Orpin Group,2022,Nithin Audios under exclusive license to Orpin Music India / an Orpin Group Company,,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/09/732-Telangana-Gadda-Meda.jpg,1,INO452200605,,"Telangana Gadda Meda (""Bathukamma"")",,primary:Anusha;composer:Sunil;lyricist:Dilip Naidu;arranger:Anusha;producer:Dilip Naidu;producer: Praveen;producer: Jani,Inspirational,,te,not_explicit,2022,Nithin Audios under exclusive license to Orpin Music India / an Orpin Group Company,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/09/Telangana-Gadda-Meda.wav
,4686260311740,ORPIN00983,,Aata,,sony@orpinmail.in,@strikes in me,primary:Dridaxe;composer:Merlin;lyricist:Dridaxe;arranger:Dridaxe;producer:Dridaxe,Experimental,,te,explicit,,2022-09-27,2022-09-27,,,2022,Orpin Group,2022,@strikes in me under exclusive license to Orpin Music India / an Orpin Group Company,,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/09/983.jpg,1,INO452200738,,Aata,,primary:Dridaxe;composer:Merlin;lyricist:Dridaxe;arranger:Dridaxe;producer:Dridaxe,Experimental,,te,explicit,2022,@strikes in me under exclusive license to Orpin Music India / an Orpin Group Company,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/09/DRIDAXE-Aata-｜OFFICIAL-VIDEO｜.wav
,4686257202143,ORPIN00991,,Akasa Pakshula kante,,sony@orpinmail.in,Panda Beats,primary:B Estharu rani;composer:Estharu Rani;lyricist:Estharu Rani;arranger:Estharu Rani;producer:Kingdom Of Christ Ministries,Spiritual/Christian,,te,not_explicit,,2022-09-29,2022-09-29,,,2022,Orpin Group,2022,Panda Beats under exclusive license to Orpin Music India / an Orpin Group Company,,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/09/991-Akasa-Pakshula-kante.jpg,1,INO452200745,,Akasa Pakshula kante,,primary:B Estharu rani;composer:Estharu Rani;lyricist:Estharu Rani;arranger:Estharu Rani;producer:Kingdom Of Christ Ministries,Spiritual/Christian,,te,not_explicit,2022,Panda Beats under exclusive license to Orpin Music India / an Orpin Group Company,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/09/Akasa-Pakshula-kante.wav
,4686258548448,ORPIN00990,,Shrama Dhinamuna,,sony@orpinmail.in,Panda Beats,primary:B Estharu rani;composer:Estharu Rani;lyricist:Estharu Rani;arranger:Estharu Rani;producer:Kingdom Of Christ Ministries,Spiritual/Christian,,te,not_explicit,,2022-09-29,2022-09-29,,,2022,Orpin Group,2022,Panda Beats under exclusive license to Orpin Music India / an Orpin Group Company,,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/09/990-Shrama-Dhinamuna.jpg,1,INO452200744,,Shrama Dhinamuna,,primary:B Estharu rani;composer:Estharu Rani;lyricist:Estharu Rani;arranger:Estharu Rani;producer:Kingdom Of Christ Ministries,Spiritual/Christian,,te,not_explicit,2022,Panda Beats under exclusive license to Orpin Music India / an Orpin Group Company,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/09/Shrama-Dhinamuna.wav
,4686292682641,ORPIN00986,,Okkasari Neevu,,sony@orpinmail.in,Panda Beats,primary:M Rajini;composer:Estharu Rani;lyricist:Estharu Rani;arranger:M Rajini;producer:Kingdom Of Christ Ministries,Spiritual/Christian,,te,not_explicit,,2022-09-29,2022-09-29,,,2022,Orpin Group,2022,Panda Beats under exclusive license to Orpin Music India / an Orpin Group Company,,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/09/986-Okkasari-Neevu.jpg,1,INO452200740,,Okkasari Neevu,,primary:M Rajini;composer:Estharu Rani;lyricist:Estharu Rani;arranger:M Rajini;producer:Kingdom Of Christ Ministries,Spiritual/Christian,,te,not_explicit,2022,Panda Beats under exclusive license to Orpin Music India / an Orpin Group Company,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/09/Okkasari-Neevu.wav
,4686283172144,ORPIN00985,,Viluva Leni Naaku,,sony@orpinmail.in,Panda Beats,primary:B Estharu rani;composer:Estharu Rani;lyricist:Estharu Rani;arranger:Estharu Rani;producer:Kingdom Of Christ Ministries,Spiritual/Christian,,te,not_explicit,,2022-09-29,2022-09-29,,,2022,Orpin Group,2022,Panda Beats under exclusive license to Orpin Music India / an Orpin Group Company,,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/09/985-Viluva-Leni-naaku.jpg,1,INO452200739,,Viluva Leni Naaku,,primary:B Estharu rani;composer:Estharu Rani;lyricist:Estharu Rani;arranger:Estharu Rani;producer:Kingdom Of Christ Ministries,Spiritual/Christian,,te,not_explicit,2022,Panda Beats under exclusive license to Orpin Music India / an Orpin Group Company,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/09/Viluva-Leni-naaku.wav
,4686220405847,ORPIN01013,,Appudala Eppudila,,sony@orpinmail.in,AR Entertainments,primary:Gogulamanda Raju;primary: Mohini Raj;composer:Gogulamanda Raju;lyricist:Praveen Kumar Vadde;arranger:Balaram Prasad Bommisetty;producer:Balaram Prasad Bommisetty,R&B,,te,not_explicit,,2022-10-10,2022-10-10,,,2022,AR Entertainments,2022,AR Entertainments,,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/10/Appudala-ippudila.jpg,3,INA5B2200032,,Kannullo Dagina Kiranam,,primary:Gogulamanda Raju;primary: Mohini Raj;composer:Gogulamanda Raju;lyricist:Praveen Kumar Vadde;arranger:Balaram Prasad Bommisetty;producer:Balaram Prasad Bommisetty,R&B,,te,not_explicit,2022,AR Entertainments,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/10/Kannullo-Dagina-Kiranam.wav
,4686220405847,ORPIN01014,,Appudala Eppudila,,sony@orpinmail.in,AR Entertainments,primary:Gogulamanda Raju;primary: Mohini Raj;composer:Gogulamanda Raju;lyricist:U.V.L Praveena;arranger:Balaram Prasad Bommisetty;producer:Balaram Prasad Bommisetty,R&B,,te,not_explicit,,2022-10-10,2022-10-10,,,2022,AR Entertainments,2022,AR Entertainments,,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/10/Appudala-ippudila1.jpg,3,INA5B2200033,,Dekho Jara,,primary:Gogulamanda Raju;primary: Mohini Raj;composer:Gogulamanda Raju;lyricist:U.V.L Praveena;arranger:Balaram Prasad Bommisetty;producer:Balaram Prasad Bommisetty,R&B,,te,not_explicit,2022,AR Entertainments,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/10/Dekho-Jara.wav
,4686220405847,ORPIN01015,,Appudala Eppudila,,sony@orpinmail.in,AR Entertainments,primary:Gogulamanda Raju;primary: Mohini Raj;composer:Gogulamanda Raju;lyricist:Praveen Kumar Vadde;arranger:Balaram Prasad Bommisetty;producer:Balaram Prasad Bommisetty,R&B,,te,not_explicit,,2022-10-10,2022-10-10,,,2022,AR Entertainments,2022,AR Entertainments,,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/10/Appudala-ippudila2.jpg,3,INA5B2200034,,Aithe OK,,primary:Gogulamanda Raju;primary: Mohini Raj;composer:Gogulamanda Raju;lyricist:Praveen Kumar Vadde;arranger:Balaram Prasad Bommisetty;producer:Balaram Prasad Bommisetty,R&B,,te,not_explicit,2022,AR Entertainments,https://cdn.orpinmusic.in/wp-content/uploads/gravity_forms/1-2a4ef3b3dcd0afc718c1ac544fe777d2/2022/10/Aithe-OK.wav
,4686223379459,ORPIN01737,,Pile Ghagaram Ayi Chori,,sony@orpinmail.in,@something in me,primary:Gor Kiran;primary: Satish Ade;primary: Komal;primary: Gor Kiran;composer:Suresh;lyricist:Harsh Rathod;lyricist: Gor Kiran;arranger:Gor Kiran;producer:Gor Kiran,R&B,,te,not_explicit,,2023-05-20,2023-05-20,,,2022,Orpin Group,2022,@something in me under exclusive license to Orpin Music India / an Orpin Group Company,,https://cdn.orpinmusic.in/wp-content/uploads/2023/08/1737-Pile-Ghagaram-Ayi-Chori.jpg,1,INO452300460,,Pile Ghagaram Ayi Chori,,primary:Gor Kiran;primary: Satish Ade;primary: Komal;primary: Gor Kiran;composer:Suresh;lyricist:Harsh Rathod;lyricist: Gor Kiran;arranger:Gor Kiran;producer:Gor Kiran,R&B,,te,not_explicit,2022,@something in me under exclusive license to Orpin Music India / an Orpin Group Company,https://cdn.orpinmusic.in/wp-content/uploads/2023/08/Pile-Ghagaram-Ayi-Chori.wav
,8445490206495,ORPIN00027,,Ela Marachiponu,,sony@orpinmail.in,@something in me,primary:RajKrish;composer:RajKrish;lyricist:RajKrish;arranger:RajKrish;producer:RajKrish,R&B,,te,not_explicit,,2022-03-01,2022-03-01,,,2022,Orpin Group,2022,@something in me under exclusive license to Orpin Music India / an Orpin Group Company,,https://cdn.orpinmusic.in/wp-content/uploads/2023/08/Ela-Marachiponu.jpg,1,ESA012124358,,Ela Marachiponu,,primary:RajKrish;composer:RajKrish;lyricist:RajKrish;arranger:RajKrish;producer:RajKrish,R&B,,te,not_explicit,2022,@something in me under exclusive license to Orpin Music India / an Orpin Group Company,https://cdn.orpinmusic.in/wp-content/uploads/2023/08/Ela-Marachiponu.wav
,8445490221191,ORPIN00028,,Gundelo Premane,,sony@orpinmail.in,@something in me,primary:RajKrish;composer:RajKrish;lyricist:RajKrish;arranger:RajKrish;producer:RajKrish,R&B,,te,not_explicit,,2022-03-01,2022-03-01,,,2022,Orpin Group,2022,@something in me under exclusive license to Orpin Music India / an Orpin Group Company,,https://cdn.orpinmusic.in/wp-content/uploads/2023/08/Gundelo-Premane.jpg,1,ESA012131792,,Gundelo Premane,,primary:RajKrish;composer:RajKrish;lyricist:RajKrish;arranger:RajKrish;producer:RajKrish,R&B,,te,not_explicit,2022,@something in me under exclusive license to Orpin Music India / an Orpin Group Company,https://cdn.orpinmusic.in/wp-content/uploads/2023/08/Gundelo-Premane.wav
